latitude,longitude
45.49491,9.17298
45.49516,9.19007
45.45982,9.20273
45.46962,9.19992
45.46177,9.20458
45.47187,9.14204
45.49554,9.18143
45.45919,9.15751
45.46815,9.16077
45.47295,9.14366
45.46153,9.20227
45.46346,9.13816
45.50714,9.18583
45.48507,9.15529
45.48543,9.20709
45.45536,9.20258
45.46113,9.20681
45.46421,9.15174
45.45747,9.1509
45.45075,9.20338
45.46317,9.19936
45.50286,9.17009
45.47598,9.14112
45.43713,9.1722
45.46037,9.17516
45.46873,9.15276
45.46688,9.16964
45.47222,9.16922
45.48599,9.20765
45.49433,9.14404
45.48543,9.20708
45.43915,9.1929
45.48432,9.20456
45.47976,9.19136
45.47978,9.1913
45.46709,9.23494
45.47516,9.21795
45.50558,9.1764
45.50284,9.16085
45.46418,9.21882
45.45425,9.19503
45.4341,9.17093
45.45377,9.19986
45.45134,9.16142
45.46695,9.16821
45.44555,9.16633
45.48539,9.20702
45.44091,9.1892
45.48455,9.20604
45.4559,9.15652
45.48424,9.20452
45.45583,9.18388
45.48198,9.15607
45.46095,9.15883
45.43793,9.16595
45.45302,9.20421
45.46513,9.16822
45.46956,9.14073
45.51252,9.12709
45.47223,9.16703
45.47479,9.18175
45.48405,9.17015
45.48503,9.16925
45.45513,9.21614
45.48453,9.21878
45.46657,9.21098
45.46201,9.22417
45.49488,9.17329
45.48541,9.20623
45.49433,9.1609
45.48438,9.20465
45.46353,9.16976
45.46907,9.19354
45.49815,9.17116
45.48476,9.14325
45.45538,9.21412
45.46227,9.21865
45.452,9.19473
45.46682,9.18368
45.47837,9.1704
45.48455,9.2048
45.48717,9.233
45.47137,9.19218
45.43601,9.18367
45.47714,9.19995
45.45096,9.15948
45.46113,9.20231
45.44228,9.17595
45.45935,9.1905
45.46548,9.21987
45.47067,9.19234
45.49142,9.20596
45.48374,9.22652
45.46552,9.2137
45.48235,9.20497
45.47637,9.2195
45.45735,9.22054
45.44194,9.18252
45.46892,9.16562
45.42674,9.20435
45.43315,9.19792
45.47662,9.16346
45.48169,9.18942
45.49529,9.18939
45.49696,9.2111
45.48021,9.17099
45.4676,9.21979
45.49478,9.13422
45.49775,9.16753
45.46603,9.18053
45.47715,9.19395
45.44249,9.14587
45.48252,9.18619
45.48051,9.16115
45.47006,9.16529
45.46376,9.13846
45.45136,9.16143
45.48445,9.2046
45.4939,9.15574
45.45898,9.18782
45.48418,9.20679
45.46555,9.22269
45.45257,9.18873
45.44951,9.19843
45.48547,9.18995
45.44159,9.18882
45.46652,9.18107
45.45758,9.15484
45.46534,9.18225
45.48102,9.19097
45.48735,9.20369
45.48922,9.18198
45.47652,9.18844
45.45616,9.17745
45.46444,9.19802
45.46815,9.17393
45.46969,9.1709
45.47957,9.16565
45.46766,9.19447
45.45104,9.15097
45.46695,9.1683
45.47723,9.19189
45.46648,9.18909
45.46013,9.1547
45.46065,9.19137
45.45736,9.15662
45.4599,9.09941
45.47598,9.14112
45.44481,9.14627
45.46332,9.13991
45.45815,9.1339
45.44282,9.17184
45.48532,9.20653
45.45101,9.19363
45.44997,9.19155
45.44528,9.22441
45.46553,9.21609
45.46816,9.1737
45.45993,9.20274
45.48528,9.12093
45.49886,9.1038
45.47171,9.15339
45.49752,9.16813
45.44103,9.22725
45.46093,9.21279
45.45057,9.20256
45.46136,9.17983
45.45703,9.157
45.48524,9.2067
45.44991,9.19561
45.48411,9.20469
45.4677,9.15094
45.46611,9.18223
45.47352,9.14952
45.4805,9.1185
45.44474,9.15885
45.44744,9.17854
45.47516,9.21795
45.48859,9.23435
45.43972,9.1516
45.44916,9.1888
45.45854,9.15635
45.47138,9.18288
45.49514,9.18992
45.46241,9.27726
45.46611,9.22771
45.43819,9.21977
45.50002,9.14034
45.46368,9.1672
45.45803,9.24231
45.46931,9.22198
45.45625,9.2194
45.44772,9.18328
45.48858,9.15519
45.48477,9.20542
45.49189,9.21204
45.48573,9.19897
45.48312,9.16534
45.49491,9.1409
45.45681,9.146
45.476,9.19197
45.44879,9.22077
45.45056,9.20696
45.45722,9.12706
45.458,9.13371
45.47084,9.22256
45.47091,9.20146
45.47192,9.15168
45.46995,9.14928
45.48284,9.15628
45.45128,9.1617
45.45117,9.15417
45.46931,9.17134
45.4871,9.15765
45.48016,9.19577
45.49337,9.14898
45.46099,9.19874
45.45596,9.17925
45.43464,9.2413
45.44701,9.16204
45.47334,9.22684
45.47714,9.19995
45.47071,9.19758
45.49815,9.19964
45.46677,9.19812
45.49673,9.14716
45.45472,9.18442
45.48322,9.21474
45.46927,9.21093
45.46916,9.14037
45.44066,9.19968
45.4402,9.19434
45.4332,9.18064
45.46907,9.19354
45.46651,9.19541
45.46048,9.16048
45.46037,9.17326
45.47877,9.16027
45.4699,9.16132
45.46191,9.15703
45.44892,9.18655
45.43864,9.17504
45.45422,9.19901
45.4884,9.16748
45.48736,9.16139
45.49275,9.21295
45.49318,9.21456
45.44997,9.19155
45.45944,9.20607
45.48801,9.17189
45.47326,9.18742
45.49102,9.12209
45.49303,9.15701
45.49696,9.2111
45.48704,9.20308
45.46695,9.1683
45.47927,9.17494
45.47651,9.19513
45.47832,9.19813
45.47038,9.18329
45.47091,9.19504
45.49802,9.14209
45.49735,9.16466
45.47165,9.14361
45.44857,9.12427
45.46113,9.20681
45.44762,9.17711
45.47362,9.14852
45.46386,9.18515
45.50861,9.19123
45.47927,9.22956
45.43425,9.18104
45.47153,9.15985
45.44731,9.20707
45.45876,9.19085
45.44158,9.1815
45.44836,9.1903
45.44424,9.18002
45.47286,9.1869
45.50012,9.13022
45.45113,9.16553
45.47248,9.1483
45.47571,9.18944
45.46167,9.08687
45.40161,9.14651
45.47723,9.20695
45.45632,9.16216
45.45377,9.19986
45.48463,9.20596
45.5035,9.18743
45.47254,9.20307
45.5187,9.22589
45.51051,9.21068
45.46559,9.22914
45.48475,9.20605
45.52597,9.21376
45.49117,9.1924
45.45986,9.15062
45.46448,9.16011
45.46003,9.15475
45.45975,9.17749
45.48198,9.15607
45.44911,9.11924
45.45211,9.19775
45.47013,9.16602
45.48397,9.16712
45.47726,9.14528
45.47245,9.16244
45.45053,9.18732
45.48511,9.20721
45.48235,9.18765
45.4476,9.21501
45.45046,9.18733
45.49887,9.10385
45.4671,9.13965
45.45285,9.21178
45.46181,9.18167
45.47434,9.15378
45.48246,9.16876
45.45458,9.22429
45.46072,9.22634
45.45134,9.16904
45.41518,9.20748
45.47654,9.16229
45.46294,9.17179
45.46247,9.15164
45.48726,9.19854
45.47334,9.21874
45.46176,9.19346
45.51121,9.19803
45.50762,9.2007
45.49585,9.16311
45.47115,9.16556
45.48252,9.18619
45.49326,9.16245
45.41564,9.17732
45.47806,9.18268
45.46599,9.22155
45.47673,9.2301
45.47101,9.23135
45.47797,9.22388
45.45034,9.1514
45.4407,9.17134
45.47138,9.18288
45.51904,9.2132
45.46037,9.17516
45.4704,9.19775
45.50627,9.26775
45.47179,9.19281
45.47536,9.20937
45.47596,9.20659
45.48312,9.18099
45.47623,9.20185
45.47481,9.22117
45.45737,9.1991
45.47461,9.12535
45.48121,9.18484
45.50284,9.16085
45.50829,9.17335
45.44341,9.18381
45.44912,9.18833
45.46919,9.22663
45.47074,9.21162
45.46832,9.15217
45.46926,9.17606
45.4695,9.19986
45.46926,9.21329
45.44014,9.19315
45.44852,9.18641
45.44139,9.19262
45.43324,9.18171
45.43892,9.14936
45.44632,9.1562
45.45604,9.15649
45.45607,9.16624
45.48374,9.22652
45.47847,9.22252
45.49491,9.17298
45.5014,9.1823
45.46065,9.19137
45.47482,9.1601
45.48503,9.16925
45.46628,9.17019
45.45425,9.19503
45.48728,9.20764
45.46636,9.21982
45.48533,9.20648
45.44285,9.21352
45.51049,9.2106
45.47319,9.1592
45.4669,9.17256
45.45773,9.15457
45.507,9.18483
45.46553,9.21609
45.44865,9.19717
45.4259,9.2046
45.44036,9.19444
45.46623,9.23167
45.47095,9.20167
45.46055,9.16327
45.47158,9.1576
45.47532,9.2344
45.48037,9.21437
45.46373,9.1437
45.46413,9.2188
45.45056,9.20696
45.45753,9.22049
45.4404,9.21883
45.4425,9.20943
45.44903,9.16197
45.46515,9.19824
45.46245,9.23177
45.43964,9.18611
45.46065,9.16352
45.46761,9.16015
45.47457,9.15747
45.4713,9.14747
45.43523,9.23616
45.43523,9.23617
45.46061,9.16416
45.46001,9.17759
45.48623,9.16012
45.46587,9.1933
45.46184,9.1893
45.46497,9.203
45.49302,9.21923
45.46461,9.22145
45.44547,9.14515
45.4417,9.14895
45.43937,9.18196
45.44406,9.17131
45.48364,9.23308
45.45228,9.18695
45.47498,9.1595
45.45032,9.18719
45.46227,9.21865
45.49439,9.18102
45.45212,9.21583
45.46721,9.12994
45.48547,9.18995
45.47677,9.19392
45.4527,9.15518
45.45268,9.19639
45.4451,9.18254
45.47192,9.22364
45.4401,9.22187
45.45694,9.21084
45.4864,9.21533
45.47296,9.18831
45.48418,9.20679
45.48419,9.20682
45.48672,9.18585
45.45755,9.1588
45.44585,9.13015
45.45469,9.11889
45.48872,9.20018
45.49268,9.23522
45.47134,9.1069
45.47508,9.12661
45.46272,9.15176
45.466,9.18799
45.4855,9.16769
45.45692,9.18447
45.45935,9.1905
45.46721,9.19242
45.48453,9.21878
45.4999,9.13651
45.49567,9.20833
45.49155,9.1833
45.47472,9.22384
45.47994,9.15084
45.49357,9.145
45.50229,9.15349
45.48995,9.16451
45.47076,9.12689
45.47232,9.21728
45.47222,9.21712
45.45211,9.24131
45.44743,9.21327
45.45101,9.19769
45.43321,9.18161
45.46926,9.19009
45.46855,9.18964
45.43725,9.2165
45.47301,9.19623
45.48388,9.1803
45.51747,9.18853
45.43545,9.17815
45.43618,9.18077
45.41425,9.16382
45.46019,9.16102
45.45105,9.20812
45.49564,9.20125
45.48455,9.2048
45.48085,9.18536
45.45063,9.15743
45.45685,9.18437
45.44521,9.15849
45.44812,9.18761
45.48298,9.16568
45.47073,9.19141
45.49233,9.14841
45.50053,9.1107
45.47526,9.16021
45.47724,9.14602
45.45541,9.14405
45.46453,9.16794
45.48165,9.16766
45.47063,9.20381
45.47115,9.16556
45.46098,9.17579
45.48099,9.19099
45.49444,9.18104
45.46037,9.17326
45.47017,9.20061
45.46688,9.16964
45.46349,9.16992
45.50499,9.17765
45.46191,9.2095
45.51258,9.14603
45.49568,9.15575
45.452,9.19587
45.44972,9.16543
45.48085,9.1819
45.51017,9.21081
45.43796,9.17808
45.44916,9.18874
45.47354,9.22351
45.47502,9.19682
45.48155,9.1599
45.4967,9.12722
45.47013,9.16602
45.44587,9.17275
45.44528,9.21337
45.42631,9.25116
45.48536,9.16768
45.45599,9.17755
45.44453,9.17635
45.44929,9.18914
45.4844,9.15349
45.4858,9.16779
45.49125,9.21482
45.44494,9.14622
45.48477,9.20542
45.48793,9.15981
45.49044,9.22719
45.49529,9.18273
45.45113,9.16553
45.47483,9.14446
45.46327,9.23262
45.48461,9.19793
45.48405,9.17013
45.50659,9.17442
45.49803,9.15053
45.48392,9.17567
45.50022,9.14627
45.47433,9.18709
45.45472,9.18442
45.45445,9.16478
45.49412,9.12549
45.46595,9.16193
45.457,9.22189
45.48502,9.19475
45.46153,9.20227
45.46816,9.17376
45.46931,9.22198
45.47671,9.22555
45.49916,9.14098
45.48476,9.20628
45.46969,9.1709
45.49073,9.20293
45.49103,9.16409
45.46333,9.15489
45.46376,9.23334
45.46431,9.22376
45.46098,9.22786
45.43824,9.23335
45.47801,9.14105
45.47154,9.12608
45.46317,9.19936
45.4818,9.20182
45.46277,9.15177
45.46002,9.18169
45.47222,9.21712
45.48329,9.1982
45.46047,9.1613
45.46419,9.20885
45.45876,9.19085
45.47415,9.20728
45.4497,9.14051
45.49855,9.13024
45.49836,9.14137
45.4943,9.16093
45.46093,9.21279
45.49814,9.13396
45.49308,9.1821
45.47543,9.15785
45.47533,9.13816
45.46233,9.16742
45.48037,9.21437
45.46452,9.20836
45.4465,9.19536
45.46871,9.17236
45.50254,9.19749
45.47743,9.20173
45.46181,9.18167
45.45383,9.16378
45.50077,9.13526
45.46764,9.17896
45.47621,9.14431
45.50253,9.15349
45.45876,9.14948
45.49312,9.18212
45.46828,9.23003
45.45147,9.18852
45.49565,9.12929
45.49425,9.12199
45.44921,9.21171
45.44986,9.19569
45.44439,9.20997
45.47349,9.19594
45.47425,9.22922
45.48517,9.21897
45.45257,9.18873
45.44439,9.1497
45.48605,9.23334
45.48852,9.19521
45.46927,9.21093
45.44288,9.20125
45.47286,9.147
45.48425,9.20443
45.49551,9.21611
45.49495,9.21587
45.46913,9.22311
45.48458,9.20619
45.44963,9.21692
45.45306,9.16432
45.48857,9.15469
45.47811,9.14656
45.4604,9.18403
45.44837,9.18992
45.45962,9.21174
45.46523,9.17029
45.49142,9.16176
45.47932,9.18636
45.47677,9.19392
45.46858,9.15882
45.48633,9.15093
45.44249,9.15611
45.47623,9.20185
45.47721,9.18864
45.49897,9.2098
45.49003,9.19015
45.46314,9.15252
45.48684,9.15492
45.45715,9.21938
45.46092,9.21116
45.51618,9.18889
45.48945,9.19452
45.476,9.19197
45.48037,9.19615
45.44046,9.13659
45.44887,9.24755
45.48871,9.23438
45.48613,9.23321
45.4425,9.20943
45.46645,9.21134
45.48542,9.21683
45.44747,9.20047
45.46099,9.19874
45.45523,9.16235
45.47847,9.22252
45.47689,9.23398
45.49078,9.23682
45.43662,9.20668
45.49277,9.15929
45.46047,9.1781
45.48379,9.18025
45.48431,9.20472
45.51048,9.20452
45.43924,9.19283
45.44744,9.17854
45.44972,9.16594
45.49892,9.23787
45.47223,9.22352
45.47063,9.20381
45.46604,9.18773
45.51838,9.22649
45.49278,9.20097
45.48677,9.23638
45.49484,9.22144
45.49722,9.19761
45.46594,9.23246
45.43161,9.20543
45.44468,9.14688
45.44632,9.1562
45.46574,9.15502
45.48098,9.18191
45.46786,9.18743
45.45103,9.15931
45.46083,9.16021
45.47084,9.21795
45.46683,9.20868
45.4594,9.21759
45.44281,9.20128
45.50147,9.17804
45.5108,9.2067
45.49117,9.1924
45.47366,9.19604
45.44191,9.15412
45.449,9.21711
45.46058,9.14705
45.48879,9.18391
45.48246,9.16876
45.4526,9.1655
45.45607,9.16624
45.50317,9.13819
45.46444,9.19802
45.46988,9.19853
45.46314,9.13336
45.46,9.15311
45.45944,9.20607
45.44825,9.22237
45.49867,9.153
45.48971,9.14013
45.47605,9.22123
45.46988,9.19843
45.45001,9.21521
45.43929,9.16689
45.4438,9.21972
45.49543,9.17145
45.47715,9.19395
45.47198,9.18335
45.46651,9.19541
45.50121,9.16081
45.46513,9.16822
45.46928,9.17777
45.47029,9.22898
45.48704,9.21022
45.45904,9.13306
45.48703,9.1654
45.44135,9.22125
45.44808,9.20909
45.4713,9.14747
45.47771,9.18264
45.45737,9.1991
45.45373,9.16378
45.4915,9.16191
45.45292,9.16425
45.47326,9.18742
45.47117,9.20003
45.4672,9.14855
45.4664,9.17529
45.46531,9.13046
45.51391,9.21264
45.43315,9.19792
45.45561,9.23127
45.44871,9.21365
45.45221,9.18222
45.45692,9.18447
45.4813,9.19154
45.44063,9.17774
45.4768,9.17416
45.45975,9.17749
45.46694,9.15518
45.44814,9.21603
45.46977,9.20006
45.46995,9.14928
45.43963,9.2056
45.45228,9.18695
45.47058,9.19763
45.47286,9.1869
45.50005,9.16214
45.50678,9.16302
45.48959,9.19458
45.47495,9.22268
45.46554,9.21384
45.46136,9.17983
45.48302,9.15775
45.47091,9.22966
45.50048,9.18781
45.46926,9.21329
45.47078,9.19154
45.47797,9.22388
45.4264,9.25221
45.4852,9.16894
45.48237,9.18755
45.49076,9.15623
45.46172,9.20505
45.43283,9.2043
45.40172,9.14651
45.44762,9.17711
45.44804,9.20484
45.46761,9.16015
45.46785,9.16077
45.46744,9.23127
45.48143,9.17032
45.45422,9.19901
45.40167,9.1465
45.49522,9.18964
45.48053,9.20166
45.49143,9.15698
45.47385,9.16398
45.48736,9.16139
45.47086,9.15587
45.43869,9.16481
45.43546,9.23712
45.49491,9.1409
45.47834,9.14466
45.43618,9.18077
45.46427,9.1833
45.47317,9.22395
45.48184,9.20397
45.48366,9.18526
45.46949,9.19996
45.4549,9.14841
45.49011,9.15501
45.48517,9.21576
45.48117,9.17729
45.4647,9.17824
45.45308,9.16421
45.46413,9.2188
45.48942,9.2143
45.49202,9.15065
45.47898,9.14538
45.48463,9.20596
45.49174,9.18981
45.46002,9.18169
45.4631,9.19642
45.47886,9.20337
45.47725,9.21216
45.44836,9.1903
45.44048,9.14747
45.46931,9.17134
45.46672,9.20462
45.4635,9.22162
45.46912,9.21477
45.46191,9.2095
45.47298,9.19494
45.47571,9.18944
45.49736,9.16435
45.43619,9.20605
45.45294,9.18431
45.46677,9.19812
45.47284,9.20445
45.47927,9.17494
45.52404,9.21897
45.48885,9.1547
45.46669,9.18334
45.47017,9.20061
45.46539,9.21289
45.48458,9.20619
45.49133,9.18803
45.4472,9.14373
45.43928,9.17255
45.44035,9.19446
45.44718,9.18201
45.48169,9.18942
45.45654,9.17739
45.45268,9.19639
45.4664,9.18103
45.48437,9.20453
45.47139,9.22315
45.47332,9.13919
45.46071,9.15472
45.44481,9.14627
45.45092,9.16867
45.44066,9.19968
45.41637,9.26418
45.48235,9.18765
45.49492,9.18365
45.48062,9.18187
45.46466,9.1832
45.44808,9.20909
45.45026,9.21448
45.45954,9.21177
45.47242,9.19267
45.48818,9.21201
45.47657,9.19463
45.4339,9.17972
45.44825,9.18898
45.43377,9.17876
45.45206,9.16352
45.44709,9.18707
45.4616,9.18143
45.50067,9.14684
45.48674,9.23002
45.48049,9.19087
45.49044,9.20337
45.48394,9.18024
45.4679,9.20873
45.46791,9.2201
45.46241,9.27726
45.46871,9.17236
45.46132,9.17988
45.43978,9.18173
45.4731,9.1892
45.4356,9.18586
45.52509,9.21614
45.49693,9.22485
45.48878,9.21052
45.48392,9.17567
45.45275,9.18606
45.44986,9.19569
45.43933,9.21215
45.43793,9.17674
45.45303,9.1642
45.45598,9.21989
45.44809,9.20915
45.46287,9.16488
45.47002,9.19846
45.49303,9.15701
45.4665,9.17511
45.47091,9.20146
45.46564,9.18806
45.45124,9.16897
45.47581,9.20278
45.44711,9.2162
45.47085,9.2095
45.49485,9.13438
45.47067,9.14767
45.48902,9.21757
45.50002,9.21195
45.50497,9.12539
45.47843,9.18783
45.45599,9.17755
45.45364,9.18984
45.4617,9.16118
45.45126,9.16122
45.50593,9.16102
45.49907,9.18167
45.44494,9.14622
45.45308,9.15943
45.43915,9.18013
45.45997,9.16627
45.47095,9.20167
45.47682,9.20063
45.48201,9.1592
45.47683,9.13841
45.4607,9.14266
45.47292,9.1594
45.45747,9.1509
45.47866,9.1487
45.46349,9.16992
45.49017,9.11525
45.48613,9.23321
45.48562,9.20605
45.46294,9.17179
45.49567,9.14338
45.49546,9.1812
45.47528,9.18615
45.46022,9.14167
45.4537,9.18982
45.5108,9.2067
45.51342,9.21012
45.43364,9.17778
45.45782,9.21298
45.47307,9.22389
45.48886,9.19994
45.47433,9.18709
45.46589,9.18804
45.47927,9.22956
45.46403,9.20323
45.46448,9.16011
45.45848,9.18303
45.46641,9.22378
45.48164,9.1885
45.46107,9.2209
45.45488,9.21883
45.48726,9.19854
45.46248,9.20261
45.47267,9.22855
45.48556,9.2095
45.47074,9.22464
45.45924,9.20906
45.4669,9.17256
45.49542,9.18655
45.46628,9.17019
45.46799,9.14779
45.45785,9.14966
45.45962,9.20773
45.46177,9.20458
45.46696,9.16836
45.48502,9.19475
45.47443,9.1954
45.47678,9.22367
45.46253,9.19705
45.48475,9.20626
45.4455,9.17475
45.4943,9.16093
45.48215,9.14459
45.44852,9.18641
45.44541,9.17441
45.44633,9.16485
45.46084,9.1969
45.4699,9.16132
45.4685,9.18944
45.46515,9.19824
45.46722,9.15521
45.46892,9.16562
45.48457,9.20589
45.44048,9.14747
45.44389,9.15194
45.46113,9.20231
45.46412,9.22064
45.48879,9.18391
45.48411,9.19762
45.49189,9.22979
45.48511,9.21553
45.48517,9.21897
45.45433,9.20737
45.46741,9.13811
45.50364,9.17655
45.46072,9.22634
45.4599,9.18995
45.43918,9.18182
45.45378,9.16377
45.43819,9.21977
45.43478,9.21983
45.49855,9.13024
45.50128,9.1465
45.43906,9.1724
45.44458,9.16744
45.49578,9.21653
45.47651,9.21057
45.49859,9.15307
45.49,9.14001
45.46931,9.13723
45.46136,9.17493
45.48431,9.20472
45.48274,9.18093
45.46764,9.17896
45.45277,9.16456
45.46371,9.16414
45.47157,9.1831
45.46736,9.22583
45.45806,9.20141
45.48704,9.20308
45.49029,9.15148
45.45117,9.16897
45.47511,9.21009
45.48397,9.18009
45.47666,9.14423
45.48628,9.15887
45.46414,9.17378
45.4858,9.16779
45.45322,9.16414
45.46296,9.22152
45.46177,9.19339
45.44348,9.12663
45.46461,9.15855
45.43799,9.2255
45.45989,9.15459
45.44249,9.15611
45.46686,9.15217
45.46019,9.16102
45.49737,9.16418
45.48085,9.18536
45.49264,9.1651
45.49541,9.1812
45.47899,9.18413
45.49073,9.20293
45.47724,9.18855
45.44972,9.16543
45.46166,9.18163
45.47139,9.22315
45.47625,9.21694
45.46721,9.19242
45.47266,9.20057
45.48573,9.19897
45.49026,9.18786
45.47479,9.18175
45.49982,9.14324
45.49278,9.20097
45.50261,9.1602
45.49369,9.14649
45.51786,9.21165
45.44747,9.20047
45.46428,9.16754
45.451,9.1598
45.46669,9.17242
45.45308,9.16421
45.46481,9.16202
45.44288,9.20125
45.44027,9.22341
45.45572,9.24897
45.46453,9.20504
45.43444,9.19752
45.44115,9.1727
45.48419,9.20047
45.49538,9.22111
45.46453,9.16794
45.4702,9.20274
45.45147,9.18852
45.44831,9.22247
45.47743,9.20173
45.51092,9.24418
45.47806,9.18268
45.47255,9.14857
45.45221,9.18222
45.46285,9.20732
45.45694,9.12008
45.45908,9.13307
45.48793,9.15981
45.48011,9.19566
45.44614,9.16026
45.45396,9.16339
45.45632,9.16216
45.4611,9.20349
45.50118,9.13517
45.49527,9.17699
45.4354,9.20073
45.46044,9.17171
45.48529,9.16895
45.50279,9.16057
45.48906,9.15962
45.47274,9.15229
45.49017,9.17232
45.46474,9.1833
45.47811,9.14656
45.46649,9.16982
45.47392,9.13051
45.4578,9.19927
45.48401,9.19961
45.47366,9.19491
45.43833,9.18544
45.4603,9.20593
45.50659,9.17442
45.52074,9.17341
45.4753,9.15653
45.46935,9.17777
45.4457,9.16487
45.45966,9.1608
45.48886,9.19994
45.47538,9.18548
45.458,9.13371
45.4825,9.14423
45.48117,9.17729
45.51436,9.12027
45.48201,9.2212
45.46655,9.18301
45.43207,9.1991
45.44336,9.22108
45.46296,9.165
45.45769,9.16855
45.49155,9.1833
45.44449,9.2045
45.49775,9.16753
45.48197,9.23212
45.46926,9.17606
45.44807,9.20429
45.48121,9.18484
45.49462,9.18315
45.45685,9.18437
45.46668,9.16787
45.43692,9.21528
45.44734,9.20069
45.4616,9.18143
45.46653,9.20459
45.43513,9.19821
45.50261,9.14066
45.44972,9.16594
45.45076,9.21202
45.44036,9.19444
45.45779,9.17642
45.48476,9.20628
45.49058,9.20332
45.45016,9.2414
45.43802,9.19289
45.47758,9.19196
45.44767,9.16747
45.49317,9.15909
45.46326,9.16579
45.48536,9.16875
45.46923,9.13806
45.47483,9.14446
45.46445,9.16997
45.45924,9.20906
45.46065,9.22492
45.47511,9.21009
45.47057,9.19759
45.47596,9.20659
45.48402,9.20424
45.4679,9.20873
45.47245,9.18966
45.48432,9.20456
45.46195,9.18153
45.46452,9.20836
45.44759,9.16307
45.4407,9.17134
45.44448,9.16584
45.45096,9.1595
45.46885,9.17841
45.47385,9.16398
45.47539,9.18716
45.49543,9.17145
45.46046,9.14409
45.46694,9.15518
45.48852,9.2019
45.44743,9.21327
45.46094,9.21088
45.43546,9.23712
45.4418,9.16357
45.47652,9.18844
45.46262,9.1638
45.41637,9.26418
45.43873,9.22993
45.5014,9.1823
45.45908,9.19245
45.48237,9.18755
45.46144,9.17481
45.44666,9.18737
45.48374,9.1848
45.47334,9.22684
45.46954,9.1907
45.46241,9.27726
45.46774,9.17849
45.44892,9.18655
45.43419,9.24278
45.47651,9.21057
45.47454,9.18702
45.47682,9.20063
45.48288,9.18993
45.492,9.15849
45.4955,9.14466
45.46682,9.18368
45.44653,9.15049
45.50296,9.16155
45.49155,9.16656
45.46437,9.16769
45.44989,9.15077
45.45383,9.16378
45.45487,9.20495
45.46419,9.20885
45.46982,9.16359
45.46672,9.20462
45.48538,9.18943
45.49153,9.16194
45.45576,9.15884
45.46546,9.21975
45.4647,9.20735
45.46241,9.27726
45.48107,9.20668
